point,temps_s,stable,montee_charge,critique,batterie_faible,nominal
5329,10658,6,59,9,15,17
5330,10660,6,66,8,13,14
5331,10662,5,64,8,13,13
5332,10664,5,62,8,12,11
5333,10666,4,61,7,17,9
5334,10668,4,60,7,14,9
5335,10670,4,60,10,20,8
5336,10672,4,59,9,17,8
5337,10674,4,60,11,18,11
5338,10676,4,59,9,16,10
5339,10678,4,63,8,13,8
5340,10680,4,62,8,21,8
5341,10682,5,61,8,18,7
5342,10684,5,60,6,15,7
5343,10686,4,60,6,13,7
5344,10688,4,59,5,13,6
5345,10690,6,61,5,10,7
5346,10692,7,62,8,12,9
5347,10694,7,62,10,10,8
5348,10696,6,61,9,9,7
5349,10698,5,60,8,8,7
5350,10700,5,63,8,8,6
5351,10702,5,62,15,20,5
5352,10704,5,62,13,17,5
5353,10706,4,60,12,14,5
5354,10708,4,60,9,13,4
5355,10710,5,61,10,13,8
5356,10712,5,60,10,12,8
5357,10714,5,59,10,10,8
5358,10716,4,59,10,9,7
5359,10718,4,67,8,8,7
5360,10720,4,65,8,8,6
5361,10722,7,64,9,8,14
5362,10724,6,63,8,7,12
5363,10726,6,63,8,7,11
5364,10728,6,63,9,9,12
5365,10730,6,63,7,9,10
5366,10732,5,62,7,8,10
5367,10734,4,61,6,7,10
5368,10736,4,60,13,6,7
5369,10738,4,59,11,7,6
5370,10740,4,59,9,6,4
5371,10742,8,59,8,5,5
5372,10744,7,58,7,4,5
5373,10746,8,60,8,6,8
5374,10748,12,59,7,6,8
5375,10750,10,58,6,5,7
5376,10752,9,58,6,5,7
5377,10754,7,59,5,6,5
5378,10756,6,59,5,13,4
5379,10758,6,58,4,11,4
5380,10760,5,58,4,9,5
5381,10762,5,57,5,14,5
5382,10764,5,59,7,14,7
5383,10766,5,60,6,11,7
5384,10768,4,60,5,9,7
5385,10770,4,59,6,9,7
5386,10772,3,59,6,9,7
5387,10774,3,59,18,9,6
5388,10776,3,59,16,8,7
5389,10778,6,59,14,8,7
5390,10780,6,62,12,7,6
5391,10782,8,63,13,11,9
5392,10784,7,62,11,10,9
5393,10786,6,60,10,9,7
5394,10788,5,59,10,9,7
5395,10790,5,58,9,8,6
5396,10792,4,58,15,7,11
5397,10794,4,59,14,6,10
5398,10796,4,58,12,5,8
5399,10798,4,58,11,4,7
